id_cliente;nome_cliente;email_cliente;genero;idade;segmento;cidade;estado;regiao;renda_estimada
453;Camila Marques;camila.marques453@exemplo.com.br;M;33;Pequenas Empresas;Niterói;RJ;Sudeste;17984.92
454;thiago soares;thiago.soares454@exemplo.com.br;F;19;Consumidor Final;Porto Alegre;RS;Sul;17719.17
455;Vanessa Almeida;vanessa.almeida455@exemplo.com.br;M;47;Consumidor Final;Brasília;DF;Centro-Oeste;3861.09
456;Renata Rodrigues;renata.rodrigues456@exemplo.com.br;M;30;Consumidor Final;Campinas;SP;Sudeste;15625.88
457;Gustavo Dias;gustavo.dias457@exemplo.com.br;F;19;Consumidor Final;Santos;SP;Sudeste;18453.73
458;Camila Mendes;camila.mendes458@exemplo.com.br;M;25;Corporativo;Niterói;RJ;Sudeste;2895.95
459;Rafael Santos;rafael.santos459@exemplo.com.br;F;43;Pequenas Empresas;Goiânia;GO;Centro-Oeste;10286.86
460;Thiago Dias;thiago.dias460@exemplo.com.br;M;35;Consumidor Final;Florianópolis;SC;Sul;6761.63
461;daniela rodrigues;daniela.rodrigues461@exemplo.com.br;F;44;Corporativo;Curitiba;PR;Sul;16589.29
462;Ana Santos;ana.santos462@exemplo.com.br;M;30;Corporativo;Joinville;SC;Sul;12675.24
463;Renata Soares;renata.soares463@exemplo.com.br;M;68;Corporativo;Brasília;DF;Centro-Oeste;13827.94
464;Ana Fernandes;ana.fernandes464@exemplo.com.br;F;35;Corporativo;Florianópolis;SC;Sul;5131.0
465;Felipe Barbosa;felipe.barbosa465@exemplo.com.br;M;51;Corporativo;Londrina;PR;Sul;8026.16
466;Bruna Pereira;bruna.pereira466@exemplo.com.br;M;33;Pequenas Empresas;Rio de Janeiro;RJ;Sudeste;6544.39
467;Jessica Nunes;jessica.nunes467@exemplo.com.br;M;72;Pequenas Empresas;Campinas;SP;Sudeste;18217.43
468;Thiago Ribeiro;thiago.ribeiro468@exemplo.com.br;M;55;Consumidor Final;Belo Horizonte;MG;Sudeste;7383.47
469;Leonardo Nascimento;leonardo.nascimento469@exemplo.com.br;M;62;Pequenas Empresas;Goiânia;GO;Centro-Oeste;7932.42
470;Bruna Vieira;bruna.vieira470@exemplo.com.br;F;37;Pequenas Empresas;Uberlândia;MG;Sudeste;5061.58
471;gabriel oliveira;gabriel.oliveira471@exemplo.com.br;M;48;Pequenas Empresas;Curitiba;PR;Sul;2211.14
472;Priscila Barbosa;priscila.barbosa472@exemplo.com.br;F;29;Pequenas Empresas;Niterói;RJ;Sudeste;17176.13
473;Vanessa Machado;vanessa.machado473@exemplo.com.br;M;63;Pequenas Empresas;São Paulo;SP;Sudeste;17150.75
474;Vinicius Souza;vinicius.souza474@exemplo.com.br;M;63;Corporativo;Florianópolis;SC;Sul;17553.35
475;Thiago Vieira;thiago.vieira475@exemplo.com.br;F;28;Consumidor Final;Porto Alegre;RS;Sul;14137.34
476;Pedro Nunes;pedro.nunes476@exemplo.com.br;F;63;Consumidor Final;Recife;PE;Nordeste;17990.51
477;Diego Mendes;diego.mendes477@exemplo.com.br;M;55;Pequenas Empresas;Florianópolis;SC;Sul;15475.6
478;Thiago Gomes;thiago.gomes478@exemplo.com.br;M;64;Consumidor Final;Porto Alegre;RS;Sul;2229.31
479;Diego Vieira;diego.vieira479@exemplo.com.br;M;56;Consumidor Final;Goiânia;GO;Centro-Oeste;7386.94
480;Renata Barbosa;renata.barbosa480@exemplo.com.br;M;27;Corporativo;Goiânia;GO;Centro-Oeste;7598.05
481;Mateus Pereira;mateus.pereira481@exemplo.com.br;M;23;Pequenas Empresas;Caxias do Sul;RS;Sul;15593.09
482;Eduardo Rocha;eduardo.rocha482@exemplo.com.br;F;34;Consumidor Final;Caxias do Sul;RS;Sul;5617.85
483;Diego Oliveira;diego.oliveira483@exemplo.com.br;M;42;Consumidor Final;Rio de Janeiro;RJ;Sudeste;9342.99
484;Pedro Ferreira;pedro.ferreira484@exemplo.com.br;F;52;Corporativo;Recife;PE;Nordeste;8318.17
485;Jessica Lopes;jessica.lopes485@exemplo.com.br;M;46;Consumidor Final;Goiânia;GO;Centro-Oeste;3401.46
486;Vanessa Santos;vanessa.santos486@exemplo.com.br;F;22;Consumidor Final;Caxias do Sul;RS;Sul;7771.47
487;Daniela Martins;daniela.martins487@exemplo.com.br;M;56;Corporativo;Santos;SP;Sudeste;18260.0
488;Daniela Lopes;daniela.lopes488@exemplo.com.br;M;45;Pequenas Empresas;Salvador;BA;Nordeste;4760.79
489;Rodrigo Costa;rodrigo.costa489@exemplo.com.br;F;53;Pequenas Empresas;Uberlândia;MG;Sudeste;13969.22
490;Leonardo Fernandes;leonardo.fernandes490@exemplo.com.br;F;24;Consumidor Final;Porto Alegre;RS;Sul;3009.06
491;Bruna Fernandes;bruna.fernandes491@exemplo.com.br;M;18;Corporativo;Niterói;RJ;Sudeste;9169.98
492;Larissa Marques;larissa.marques492@exemplo.com.br;M;19;Consumidor Final;Recife;PE;Nordeste;5573.33
493;Marcos Gomes;marcos.gomes493@exemplo.com.br;M;68;Corporativo;Recife;PE;Nordeste;8678.72
494;Ana Mendes;ana.mendes494@exemplo.com.br;F;41;Consumidor Final;Santos;SP;Sudeste;16633.53
495;Gustavo Ferreira;gustavo.ferreira495@exemplo.com.br;F;34;Corporativo;Londrina;PR;Sul;5887.75
496;Beatriz Vieira;beatriz.vieira496@exemplo.com.br;M;40;Pequenas Empresas;Rio de Janeiro;RJ;Sudeste;15373.34
497;Pedro Moreira;pedro.moreira497@exemplo.com.br;M;70;Corporativo;Brasília;DF;Centro-Oeste;10718.09
498;Patricia Dias;patricia.dias498@exemplo.com.br;M;37;Corporativo;Recife;PE;Nordeste;3486.97
499;Daniela Machado;daniela.machado499@exemplo.com.br;M;66;Consumidor Final;Fortaleza;CE;Nordeste;9519.35
500;Mariana Alves;mariana.alves500@exemplo.com.br;M;23;Corporativo;Niterói;RJ;Sudeste;18308.96
501;Pedro Alves;pedro.alves501@exemplo.com.br;F;64;Corporativo;Niterói;RJ;Sudeste;17101.04
502;Mateus Oliveira;mateus.oliveira502@exemplo.com.br;F;51;Corporativo;Joinville;SC;Sul;9667.96
503;Vanessa Silva;vanessa.silva503@exemplo.com.br;F;44;Consumidor Final;Goiânia;GO;Centro-Oeste;4639.17
504;Bruna Vieira;bruna.vieira504@exemplo.com.br;M;67;Pequenas Empresas;Rio de Janeiro;RJ;Sudeste;3846.14
505;Larissa Machado;larissa.machado505@exemplo.com.br;F;42;Corporativo;Florianópolis;SC;Sul;12873.04
506;Bruna Barbosa;bruna.barbosa506@exemplo.com.br;F;27;Corporativo;Belo Horizonte;MG;Sudeste;12277.39
507;Eduardo Nascimento;eduardo.nascimento507@exemplo.com.br;F;33;Pequenas Empresas;Joinville;SC;Sul;3003.44
508;Ana Freitas;ana.freitas508@exemplo.com.br;M;70;Corporativo;Florianópolis;SC;Sul;15136.53
509;Larissa Lima;larissa.lima509@exemplo.com.br;M;37;Consumidor Final;Rio de Janeiro;RJ;Sudeste;18079.78
510;Rafael Moreira;rafael.moreira510@exemplo.com.br;F;59;Pequenas Empresas;Londrina;PR;Sul;3655.38
511;Rafael Alves;rafael.alves511@exemplo.com.br;F;41;Pequenas Empresas;Salvador;BA;Nordeste;15582.58
512;Carla Nunes;carla.nunes512@exemplo.com.br;F;67;Consumidor Final;Porto Alegre;RS;Sul;16076.11
513;  DANIELA  vieira ;daniela.vieira513@exemplo.com.br;M;33;Consumidor Final;Uberlândia;MG;Sudeste;2739.06
514;Gabriel Freitas;gabriel.freitas514@exemplo.com.br;F;70;Corporativo;Uberlândia;MG;Sudeste;9766.76
515;Thiago Rocha;thiago.rocha515@exemplo.com.br;M;49;Corporativo;São Paulo;SP;Sudeste;11882.91
516;Mariana Machado;mariana.machado516@exemplo.com.br;F;28;Corporativo;Brasília;DF;Centro-Oeste;15853.76
517;Beatriz Andrade;beatriz.andrade517@exemplo.com.br;F;42;Consumidor Final;Santos;SP;Sudeste;3009.31
518;Vanessa Vieira;vanessa.vieira518@exemplo.com.br;M;32;Pequenas Empresas;Uberlândia;MG;Sudeste;13246.43
519;Beatriz Rocha;beatriz.rocha519@exemplo.com.br;M;26;Corporativo;São Paulo;SP;Sudeste;12752.16
520;  ALINE  nunes ;aline.nunes520@exemplo.com.br;F;63;Pequenas Empresas;Londrina;PR;Sul;12676.67
521;Pedro Mendes;pedro.mendes521@exemplo.com.br;F;31;Corporativo;Florianópolis;SC;Sul;9807.18
522;Eduardo Soares;eduardo.soares522@exemplo.com.br;M;50;Consumidor Final;Joinville;SC;Sul;18490.7
523;Jessica Marques;jessica.marques523@exemplo.com.br;F;24;Pequenas Empresas;Porto Alegre;RS;Sul;10052.34
524;Felipe Lima;felipe.lima524@exemplo.com.br;F;63;Pequenas Empresas;Londrina;PR;Sul;17720.66
525;Marcos Gomes;marcos.gomes525@exemplo.com.br;M;69;Consumidor Final;Fortaleza;CE;Nordeste;16174.24
526;Renata Barbosa;renata.barbosa526@exemplo.com.br;M;19;Pequenas Empresas;Caxias do Sul;RS;Sul;12883.03
527;Larissa Lima;larissa.lima527@exemplo.com.br;F;20;Pequenas Empresas;Joinville;SC;Sul;11703.29
528;Bruna Marques;bruna.marques528@exemplo.com.br;F;40;Pequenas Empresas;Curitiba;PR;Sul;10469.23
529;Vanessa Ferreira;vanessa.ferreira529@exemplo.com.br;M;24;Corporativo;Brasília;DF;Centro-Oeste;9873.73
530;Leonardo Lima;leonardo.lima530@exemplo.com.br;M;39;Pequenas Empresas;Brasília;DF;Centro-Oeste;12867.28
531;Fernanda Ribeiro;fernanda.ribeiro531@exemplo.com.br;F;41;Corporativo;Porto Alegre;RS;Sul;6447.12
532;Larissa Almeida;larissa.almeida532@exemplo.com.br;M;55;Pequenas Empresas;Recife;PE;Nordeste;11659.1
533;Aline Oliveira;aline.oliveira533@exemplo.com.br;M;42;Pequenas Empresas;Uberlândia;MG;Sudeste;10836.37
534;Pedro Santos;pedro.santos534@exemplo.com.br;M;39;Consumidor Final;Niterói;RJ;Sudeste;8869.83
535;Bruna Mendes;bruna.mendes535@exemplo.com.br;M;63;Corporativo;Feira de Santana;BA;Nordeste;5139.82
536;Mateus Lopes;mateus.lopes536@exemplo.com.br;F;21;Pequenas Empresas;Belo Horizonte;MG;Sudeste;2276.83
537;Beatriz Alves;beatriz.alves537@exemplo.com.br;M;68;Corporativo;Belo Horizonte;MG;Sudeste;14646.18
538;Mateus Rodrigues;mateus.rodrigues538@exemplo.com.br;F;48;Corporativo;Salvador;BA;Nordeste;8448.06
539;Gabriel Fernandes;gabriel.fernandes539@exemplo.com.br;M;66;Corporativo;Florianópolis;SC;Sul;15781.63
540;Camila Silva;camila.silva540@exemplo.com.br;M;40;Pequenas Empresas;Curitiba;PR;Sul;7287.1
541;Rodrigo Martins;rodrigo.martins541@exemplo.com.br;M;70;Consumidor Final;Porto Alegre;RS;Sul;2945.21
542;Larissa Almeida;larissa.almeida542@exemplo.com.br;F;61;Corporativo;Fortaleza;CE;Nordeste;18426.2
543;Felipe Mendes;felipe.mendes543@exemplo.com.br;M;19;Corporativo;Uberlândia;MG;Sudeste;5923.22
544;Leonardo Rodrigues;leonardo.rodrigues544@exemplo.com.br;M;41;Consumidor Final;São Paulo;SP;Sudeste;13791.09
545;Renata Santos;renata.santos545@exemplo.com.br;M;21;Pequenas Empresas;Londrina;PR;Sul;12990.11
546;  MARCOS  marques ;marcos.marques546@exemplo.com.br;F;42;Corporativo;Rio de Janeiro;RJ;Sudeste;4214.6
547;Beatriz Lopes;beatriz.lopes547@exemplo.com.br;M;44;Corporativo;Uberlândia;MG;Sudeste;12985.13
548;Eduardo Soares;eduardo.soares548@exemplo.com.br;F;50;Consumidor Final;Niterói;RJ;Sudeste;13915.89
549;Rodrigo Gomes;rodrigo.gomes549@exemplo.com.br;F;56;Consumidor Final;Rio de Janeiro;RJ;Sudeste;5455.91
550;Beatriz Marques;beatriz.marques550@exemplo.com.br;F;44;Pequenas Empresas;Uberlândia;MG;Sudeste;7014.22
551;Gabriel Fernandes;gabriel.fernandes551@exemplo.com.br;F;33;Corporativo;Uberlândia;MG;Sudeste;2244.63
552;Eduardo Oliveira;eduardo.oliveira552@exemplo.com.br;F;23;Consumidor Final;Goiânia;GO;Centro-Oeste;14906.28
553;Mateus Andrade;mateus.andrade553@exemplo.com.br;M;36;Corporativo;Londrina;PR;Sul;6505.24
554;Gabriel Souza;gabriel.souza554@exemplo.com.br;F;69;Corporativo;Campinas;SP;Sudeste;13231.29
555;Pedro Andrade;pedro.andrade555@exemplo.com.br;M;60;Consumidor Final;Campinas;SP;Sudeste;12749.34
556;Felipe Ribeiro;felipe.ribeiro556@exemplo.com.br;M;70;Corporativo;Londrina;PR;Sul;7786.38
557;Rodrigo Martins;rodrigo.martins557@exemplo.com.br;F;62;Corporativo;Feira de Santana;BA;Nordeste;16065.95
558;Renata Carvalho;renata.carvalho558@exemplo.com.br;M;62;Consumidor Final;Belo Horizonte;MG;Sudeste;14040.5
559;Vanessa Ferreira;vanessa.ferreira559@exemplo.com.br;F;61;Pequenas Empresas;Goiânia;GO;Centro-Oeste;9342.05
560;Aline Martins;aline.martins560@exemplo.com.br;M;49;Corporativo;São Paulo;SP;Sudeste;4040.88
561;pedro almeida;pedro.almeida561@exemplo.com.br;F;63;Consumidor Final;Londrina;PR;Sul;16353.82
562;Carla Moreira;carla.moreira562@exemplo.com.br;M;39;Pequenas Empresas;Goiânia;GO;Centro-Oeste;10661.32
563;Diego Nascimento;diego.nascimento563@exemplo.com.br;M;40;Corporativo;Salvador;BA;Nordeste;13018.48
564;Marcos Martins;marcos.martins564@exemplo.com.br;M;59;Consumidor Final;Brasília;DF;Centro-Oeste;17430.25
565;Carla Machado;carla.machado565@exemplo.com.br;M;66;Consumidor Final;Recife;PE;Nordeste;10213.86
566;Fernanda Costa;fernanda.costa566@exemplo.com.br;M;59;Pequenas Empresas;Campinas;SP;Sudeste;8371.79
567;Jessica Pereira;jessica.pereira567@exemplo.com.br;F;72;Consumidor Final;Feira de Santana;BA;Nordeste;10324.84
568;Felipe Souza;felipe.souza568@exemplo.com.br;M;44;Corporativo;São Paulo;SP;Sudeste;2784.06
569;Patricia Silva;patricia.silva569@exemplo.com.br;M;60;Pequenas Empresas;Porto Alegre;RS;Sul;9636.19
570;Felipe Ribeiro;felipe.ribeiro570@exemplo.com.br;F;53;Corporativo;Curitiba;PR;Sul;14708.89
571;Aline Lopes;aline.lopes571@exemplo.com.br;F;24;Consumidor Final;Florianópolis;SC;Sul;14576.92
572;Fernanda Silva;fernanda.silva572@exemplo.com.br;F;24;Pequenas Empresas;Porto Alegre;RS;Sul;2946.18
573;Mariana Lopes;mariana.lopes573@exemplo.com.br;M;57;Corporativo;Salvador;BA;Nordeste;5393.52
574;Rodrigo Freitas;rodrigo.freitas574@exemplo.com.br;F;63;Consumidor Final;Uberlândia;MG;Sudeste;7708.32
575;vinicius carvalho;vinicius.carvalho575@exemplo.com.br;M;47;Corporativo;Goiânia;GO;Centro-Oeste;12932.84
576;Carla Rodrigues;carla.rodrigues576@exemplo.com.br;M;45;Pequenas Empresas;São Paulo;SP;Sudeste;15872.7
577;Ana Freitas;ana.freitas577@exemplo.com.br;M;70;Pequenas Empresas;Belo Horizonte;MG;Sudeste;4292.62
578;Thiago Dias;thiago.dias578@exemplo.com.br;F;56;Corporativo;Caxias do Sul;RS;Sul;17129.34
579;Vinicius Pereira;vinicius.pereira579@exemplo.com.br;F;69;Corporativo;Caxias do Sul;RS;Sul;4373.96
580;Pedro Barbosa;pedro.barbosa580@exemplo.com.br;F;53;Pequenas Empresas;Fortaleza;CE;Nordeste;16229.53
581;Diego Andrade;diego.andrade581@exemplo.com.br;M;57;Consumidor Final;Uberlândia;MG;Sudeste;13844.47
582;Eduardo Ribeiro;eduardo.ribeiro582@exemplo.com.br;M;52;Pequenas Empresas;Niterói;RJ;Sudeste;13517.29
583;Felipe Nascimento;felipe.nascimento583@exemplo.com.br;F;54;Pequenas Empresas;Florianópolis;SC;Sul;17565.58
584;Diego Carvalho;diego.carvalho584@exemplo.com.br;F;69;Corporativo;Brasília;DF;Centro-Oeste;2408.16
585;Rodrigo Silva;rodrigo.silva585@exemplo.com.br;M;35;Consumidor Final;Campinas;SP;Sudeste;14428.02
586;Mariana Gomes;mariana.gomes586@exemplo.com.br;M;68;Pequenas Empresas;Niterói;RJ;Sudeste;7010.79
587;vinicius fernandes;vinicius.fernandes587@exemplo.com.br;M;61;Pequenas Empresas;Feira de Santana;BA;Nordeste;14253.73
588;Vanessa Pereira;vanessa.pereira588@exemplo.com.br;F;50;Consumidor Final;Brasília;DF;Centro-Oeste;14984.21
589;Renata Nascimento;renata.nascimento589@exemplo.com.br;F;44;Corporativo;Campinas;SP;Sudeste;17794.24
590;Eduardo Costa;eduardo.costa590@exemplo.com.br;M;34;Pequenas Empresas;Campinas;SP;Sudeste;5510.32
591;Vanessa Moreira;vanessa.moreira591@exemplo.com.br;M;63;Pequenas Empresas;Feira de Santana;BA;Nordeste;13765.59
592;Gustavo Moreira;gustavo.moreira592@exemplo.com.br;M;46;Corporativo;Uberlândia;MG;Sudeste;5092.04
593;Eduardo Oliveira;eduardo.oliveira593@exemplo.com.br;M;20;Corporativo;Belo Horizonte;MG;Sudeste;9184.68
594;Patricia Lima;patricia.lima594@exemplo.com.br;F;39;Consumidor Final;Goiânia;GO;Centro-Oeste;9801.2
595;priscila rodrigues;priscila.rodrigues595@exemplo.com.br;M;57;Pequenas Empresas;Caxias do Sul;RS;Sul;15943.18
596;Larissa Lopes;larissa.lopes596@exemplo.com.br;F;68;Consumidor Final;Brasília;DF;Centro-Oeste;13735.21
597;Carla Pereira;carla.pereira597@exemplo.com.br;M;28;Pequenas Empresas;Fortaleza;CE;Nordeste;8979.68
598;Patricia Martins;patricia.martins598@exemplo.com.br;M;39;Pequenas Empresas;Curitiba;PR;Sul;7596.38
599;Larissa Alves;larissa.alves599@exemplo.com.br;F;70;Pequenas Empresas;Fortaleza;CE;Nordeste;14459.78
600;Marcos Silva;marcos.silva600@exemplo.com.br;F;59;Consumidor Final;Florianópolis;SC;Sul;12203.33
601;Aline Pereira;aline.pereira601@exemplo.com.br;F;42;Consumidor Final;Caxias do Sul;RS;Sul;6382.43
602;  LEONARDO  gomes ;leonardo.gomes602@exemplo.com.br;F;69;Pequenas Empresas;Fortaleza;CE;Nordeste;10492.39
603;Ana Santos;ana.santos603@exemplo.com.br;F;23;Pequenas Empresas;Uberlândia;MG;Sudeste;17655.85
604;Mariana Moreira;mariana.moreira604@exemplo.com.br;M;60;Consumidor Final;São Paulo;SP;Sudeste;12461.09
605;Camila Machado;camila.machado605@exemplo.com.br;M;71;Pequenas Empresas;Rio de Janeiro;RJ;Sudeste;13654.71
606;Leonardo Moreira;leonardo.moreira606@exemplo.com.br;M;47;Consumidor Final;Santos;SP;Sudeste;13884.95
607;Gabriel Oliveira;gabriel.oliveira607@exemplo.com.br;F;22;Pequenas Empresas;Belo Horizonte;MG;Sudeste;11571.89
608;Fernanda Freitas;fernanda.freitas608@exemplo.com.br;F;43;Pequenas Empresas;Joinville;SC;Sul;9258.31
609;Lucas Martins;lucas.martins609@exemplo.com.br;M;64;Pequenas Empresas;Brasília;DF;Centro-Oeste;12279.09
610;Vinicius Andrade;vinicius.andrade610@exemplo.com.br;F;24;Pequenas Empresas;Santos;SP;Sudeste;6924.34
611;Eduardo Gomes;eduardo.gomes611@exemplo.com.br;F;43;Corporativo;Porto Alegre;RS;Sul;15600.59
612;Lucas Lopes;lucas.lopes612@exemplo.com.br;M;43;Pequenas Empresas;Curitiba;PR;Sul;15187.36
613;Vanessa Fernandes;vanessa.fernandes613@exemplo.com.br;F;68;Pequenas Empresas;Niterói;RJ;Sudeste;16334.37
614;Marcos Ribeiro;marcos.ribeiro614@exemplo.com.br;M;20;Consumidor Final;São Paulo;SP;Sudeste;2281.99
615;Aline Martins;aline.martins615@exemplo.com.br;F;65;Consumidor Final;Santos;SP;Sudeste;14285.32
616;Leonardo Ribeiro;leonardo.ribeiro616@exemplo.com.br;M;29;Consumidor Final;Fortaleza;CE;Nordeste;5798.84
617;Jessica Lima;jessica.lima617@exemplo.com.br;M;47;Pequenas Empresas;Belo Horizonte;MG;Sudeste;12708.19
618;Mateus Gomes;mateus.gomes618@exemplo.com.br;M;64;Consumidor Final;Londrina;PR;Sul;11663.71
619;Felipe Ribeiro;felipe.ribeiro619@exemplo.com.br;M;57;Corporativo;Curitiba;PR;Sul;3337.88
620;Camila Costa;camila.costa620@exemplo.com.br;F;55;Pequenas Empresas;Caxias do Sul;RS;Sul;4684.04
621;Bruna Ribeiro;bruna.ribeiro621@exemplo.com.br;M;38;Consumidor Final;Salvador;BA;Nordeste;6212.65
622;Fernanda Nascimento;fernanda.nascimento622@exemplo.com.br;F;26;Corporativo;Salvador;BA;Nordeste;13277.16
623;Felipe Mendes;felipe.mendes623@exemplo.com.br;F;49;Corporativo;Feira de Santana;BA;Nordeste;11192.25
624;Mariana Rocha;mariana.rocha624@exemplo.com.br;M;30;Pequenas Empresas;Londrina;PR;Sul;6490.72
625;Daniela Rocha;daniela.rocha625@exemplo.com.br;M;58;Pequenas Empresas;Santos;SP;Sudeste;2708.47
626;Bruna Vieira;bruna.vieira626@exemplo.com.br;M;53;Consumidor Final;Goiânia;GO;Centro-Oeste;6448.05
627;Daniela Fernandes;daniela.fernandes627@exemplo.com.br;F;32;Corporativo;Niterói;RJ;Sudeste;16730.43
628;Bruna Andrade;bruna.andrade628@exemplo.com.br;F;50;Pequenas Empresas;Niterói;RJ;Sudeste;3676.03
629;  GUSTAVO  soares ;gustavo.soares629@exemplo.com.br;M;26;Pequenas Empresas;Curitiba;PR;Sul;9473.39
630;Mariana Vieira;mariana.vieira630@exemplo.com.br;F;20;Corporativo;Niterói;RJ;Sudeste;5766.75
631;Ana Pereira;ana.pereira631@exemplo.com.br;M;60;Consumidor Final;Florianópolis;SC;Sul;5570.42
632;Priscila Nunes;priscila.nunes632@exemplo.com.br;F;20;Consumidor Final;Recife;PE;Nordeste;18183.61
633;Felipe Souza;felipe.souza633@exemplo.com.br;F;34;Pequenas Empresas;Fortaleza;CE;Nordeste;11631.69
634;Bruna Ferreira;bruna.ferreira634@exemplo.com.br;F;59;Pequenas Empresas;Joinville;SC;Sul;16841.09
635;Mateus Soares;mateus.soares635@exemplo.com.br;F;70;Corporativo;Curitiba;PR;Sul;16343.83
636;Ana Nunes;ana.nunes636@exemplo.com.br;M;28;Corporativo;São Paulo;SP;Sudeste;5948.85
637;Carla Rocha;carla.rocha637@exemplo.com.br;M;41;Consumidor Final;Niterói;RJ;Sudeste;12012.93
638;Jessica Souza;jessica.souza638@exemplo.com.br;F;25;Pequenas Empresas;Salvador;BA;Nordeste;10048.72
639;Ana Lopes;ana.lopes639@exemplo.com.br;F;33;Consumidor Final;Belo Horizonte;MG;Sudeste;2903.25
640;Bruna Vieira;bruna.vieira640@exemplo.com.br;M;27;Pequenas Empresas;Fortaleza;CE;Nordeste;3111.37
641;Beatriz Freitas;beatriz.freitas641@exemplo.com.br;M;64;Pequenas Empresas;Joinville;SC;Sul;12986.44
642;Larissa Oliveira;larissa.oliveira642@exemplo.com.br;F;32;Consumidor Final;Recife;PE;Nordeste;15734.93
643;Aline Rodrigues;aline.rodrigues643@exemplo.com.br;F;64;Consumidor Final;Belo Horizonte;MG;Sudeste;13375.14
644;Priscila Almeida;priscila.almeida644@exemplo.com.br;M;42;Corporativo;Santos;SP;Sudeste;4355.08
645;Lucas Alves;lucas.alves645@exemplo.com.br;F;56;Consumidor Final;Fortaleza;CE;Nordeste;3769.67
646;Ana Mendes;ana.mendes646@exemplo.com.br;M;48;Consumidor Final;Campinas;SP;Sudeste;12948.1
647;Daniela Barbosa;daniela.barbosa647@exemplo.com.br;F;44;Pequenas Empresas;São Paulo;SP;Sudeste;8237.15
648;Gabriel Nascimento;gabriel.nascimento648@exemplo.com.br;F;40;Corporativo;Curitiba;PR;Sul;11801.48
649;Leonardo Freitas;leonardo.freitas649@exemplo.com.br;M;26;Corporativo;Goiânia;GO;Centro-Oeste;6348.64
650;Vinicius Pereira;vinicius.pereira650@exemplo.com.br;F;52;Pequenas Empresas;Santos;SP;Sudeste;8860.94
651;Camila Silva;camila.silva651@exemplo.com.br;M;18;Pequenas Empresas;São Paulo;SP;Sudeste;8312.99
652;Camila Nascimento;camila.nascimento652@exemplo.com.br;F;27;Consumidor Final;Salvador;BA;Nordeste;9144.97
653;Bruna Lima;bruna.lima653@exemplo.com.br;F;41;Pequenas Empresas;Brasília;DF;Centro-Oeste;12173.66
654;Eduardo Martins;eduardo.martins654@exemplo.com.br;F;41;Consumidor Final;Salvador;BA;Nordeste;11313.23
655;Ana Lima;ana.lima655@exemplo.com.br;F;43;Pequenas Empresas;Goiânia;GO;Centro-Oeste;14193.25
656;Vanessa Machado;vanessa.machado656@exemplo.com.br;F;28;Pequenas Empresas;Curitiba;PR;Sul;3834.54
657;Carla Martins;carla.martins657@exemplo.com.br;M;42;Consumidor Final;Brasília;DF;Centro-Oeste;17922.5
658;Lucas Nunes;lucas.nunes658@exemplo.com.br;F;45;Pequenas Empresas;Niterói;RJ;Sudeste;3636.69
659;Beatriz Pereira;beatriz.pereira659@exemplo.com.br;F;57;Corporativo;Campinas;SP;Sudeste;12895.66
660;Larissa Nascimento;larissa.nascimento660@exemplo.com.br;M;49;Pequenas Empresas;Campinas;SP;Sudeste;9355.24
661;Camila Machado;camila.machado661@exemplo.com.br;F;20;Consumidor Final;Fortaleza;CE;Nordeste;14978.54
662;Carla Soares;carla.soares662@exemplo.com.br;M;33;Corporativo;Belo Horizonte;MG;Sudeste;12876.81
663;Mariana Oliveira;mariana.oliveira663@exemplo.com.br;F;43;Pequenas Empresas;Joinville;SC;Sul;8808.85
664;  CAMILA  soares ;camila.soares664@exemplo.com.br;M;36;Pequenas Empresas;Santos;SP;Sudeste;14036.06
665;Patricia Freitas;patricia.freitas665@exemplo.com.br;F;56;Consumidor Final;Florianópolis;SC;Sul;17897.83
666;Rafael Freitas;rafael.freitas666@exemplo.com.br;F;44;Consumidor Final;São Paulo;SP;Sudeste;10451.68
667;Patricia Oliveira;patricia.oliveira667@exemplo.com.br;M;34;Pequenas Empresas;Caxias do Sul;RS;Sul;16480.64
668;Jessica Nunes;jessica.nunes668@exemplo.com.br;F;48;Pequenas Empresas;Feira de Santana;BA;Nordeste;14750.47
669;Vinicius Costa;vinicius.costa669@exemplo.com.br;F;19;Pequenas Empresas;Feira de Santana;BA;Nordeste;10056.11
670;Beatriz Oliveira;beatriz.oliveira670@exemplo.com.br;M;44;Corporativo;Curitiba;PR;Sul;17773.76
671;  CARLA  fernandes ;carla.fernandes671@exemplo.com.br;M;23;Corporativo;Londrina;PR;Sul;8702.57
672;Leonardo Marques;leonardo.marques672@exemplo.com.br;M;38;Corporativo;Brasília;DF;Centro-Oeste;7962.67
673;Daniela Vieira;daniela.vieira673@exemplo.com.br;F;30;Pequenas Empresas;Uberlândia;MG;Sudeste;6028.24
674;Fernanda Machado;fernanda.machado674@exemplo.com.br;M;71;Consumidor Final;Curitiba;PR;Sul;12283.13
675;Juliana Moreira;juliana.moreira675@exemplo.com.br;F;18;Pequenas Empresas;Santos;SP;Sudeste;14657.18
676;Patricia Santos;patricia.santos676@exemplo.com.br;F;54;Corporativo;Florianópolis;SC;Sul;16360.93
677;Ana Ferreira;ana.ferreira677@exemplo.com.br;F;32;Corporativo;Fortaleza;CE;Nordeste;14427.76
678;Juliana Santos;juliana.santos678@exemplo.com.br;F;20;Pequenas Empresas;Salvador;BA;Nordeste;10390.35
